utt_id,session,speaker,label,emotion,start,end,wav_path,video_path,transcript
Ses01F_impro02_F004,Session1,Session1_F,2,sad,47.34,53.11,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F004.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"There's people that have given more though, you know?"
Ses01F_impro02_F005,Session1,Session1_F,2,sad,58.75,61.31,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F005.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I know.
Ses01F_impro02_F006,Session1,Session1_F,0,neutral,64.255,68.47,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F006.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"There's babies over there, though, that need mothers."
Ses01F_impro02_F008,Session1,Session1_F,2,sad,87.2031,91.09,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F008.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"Just, you know, kicking myself."
Ses01F_impro02_F010,Session1,Session1_F,2,sad,97.94,102.19,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F010.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,things just aren't what they seem.
Ses01F_impro02_F012,Session1,Session1_F,2,sad,117.83,120.8605,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F012.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"If not me then, who?"
Ses01F_impro02_F013,Session1,Session1_F,2,sad,127.82,133.9455,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F013.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"You'll videotape everything, yeah?"
Ses01F_impro02_F014,Session1,Session1_F,2,sad,139.03,146.43,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"Maybe you can send it to me, like stream it, yeah?"
Ses01F_impro02_F015,Session1,Session1_F,2,sad,151.4221,155.01,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F015.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,Last month--  Yeah.
Ses01F_impro02_F016,Session1,Session1_F,0,neutral,163.54,165.73,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F016.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I have to find sitters.
Ses01F_impro02_F017,Session1,Session1_F,2,sad,169.36,176.015,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street."
Ses01F_impro02_F018,Session1,Session1_F,0,neutral,176.08,179.13,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F018.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,And your mother is close by.
Ses01F_impro02_F019,Session1,Session1_F,2,sad,182.83,185.8894,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I'll send you lots of letters.
Ses01F_impro02_F020,Session1,Session1_F,2,sad,186.58,191.11,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,And I want lots and lots and lots of pictures.
Ses01F_impro02_M001,Session1,Session1_M,2,sad,21.76,27.5558,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M001.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,"I don't understand.  You've already done so much, I don't know why do you have to go back."
Ses01F_impro02_M005,Session1,Session1_M,2,sad,69.34,74.29,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M005.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.
Ses01F_impro02_M009,Session1,Session1_M,2,sad,114.1775,117.85,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I just don't see why it has to be you.
Ses01F_impro02_M010,Session1,Session1_M,2,sad,120.4105,124.63,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,What am I going to do? Huh?
Ses01F_impro02_M011,Session1,Session1_M,2,sad,133.88,137.1,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,Yeah.
Ses01F_impro02_M012,Session1,Session1_M,0,neutral,147.03,151.7101,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M012.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,Don't you guys have access to computers over there.
Ses01F_impro02_M013,Session1,Session1_M,2,sad,157.98,162.71,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I just don't know how I'm going to do it without you.
Ses01F_impro02_M014,Session1,Session1_M,2,sad,164.885,169.5,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I can't raise a baby by myself.  How?
Ses01F_impro02_M015,Session1,Session1_M,0,neutral,175.47,176.72,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M015.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro02.avi,I know.
Ses01F_impro03_F000,Session1,Session1_F,1,happy,4.88,7.74,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Well Vegas was awesome.
Ses01F_impro03_F001,Session1,Session1_F,1,happy,7.93,11.37,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"And, um, I got married."
Ses01F_impro03_F002,Session1,Session1_F,1,happy,12.8,15.37,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.  In the old town part.
Ses01F_impro03_F004,Session1,Session1_F,1,happy,21.75,25.52,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Um- Yes.  It was very romantic.
Ses01F_impro03_F005,Session1,Session1_F,1,happy,25.5584,28.14,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,It was at the slot machines.
Ses01F_impro03_F006,Session1,Session1_F,1,happy,28.37,34.71,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride."
Ses01F_impro03_F008,Session1,Session1_F,1,happy,40.12,42.79,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"Yeah.  Well.  You know, because he's leaving the next day."
Ses01F_impro03_F009,Session1,Session1_F,1,happy,42.84,44.54,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,But we're going to have a honeymoon cruise.
Ses01F_impro03_F010,Session1,Session1_F,1,happy,47.87,51.075,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Oh.  I hadn't even thought about that.
Ses01F_impro03_F012,Session1,Session1_F,1,happy,55.865,58.15,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Oh.  Totally.
Ses01F_impro03_F013,Session1,Session1_F,1,happy,60.73,65.86,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER]
Ses01F_impro03_F015,Session1,Session1_F,1,happy,74.2675,78.8425,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"Yeah, so [LAUGHTER] He's calling me now"
Ses01F_impro03_F016,Session1,Session1_F,1,happy,79.035,81.0875,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"He likes to keep tabs, you know."
Ses01F_impro03_F017,Session1,Session1_F,0,neutral,82.0975,85.08,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"Uh, I think seven hundred and fifty dollars."
Ses01F_impro03_F018,Session1,Session1_F,0,neutral,85.1,88.0225,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F018.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Penny slots. That's what he plays.
Ses01F_impro03_F019,Session1,Session1_F,0,neutral,88.08,89.5,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F019.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.
Ses01F_impro03_F021,Session1,Session1_F,1,happy,92.75,98.21,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-
Ses01F_impro03_F022,Session1,Session1_F,0,neutral,99.7775,102.03,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Fifty bucks. Mmhmm.
Ses01F_impro03_F023,Session1,Session1_F,0,neutral,102.62,103.4625,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.
Ses01F_impro03_F024,Session1,Session1_F,1,happy,103.78,108.1825,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Well so now we're married. We have cat children.
Ses01F_impro03_F025,Session1,Session1_F,1,happy,110.23,114.16,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"We renamed Brenda, Lumber Janet."
Ses01F_impro03_F026,Session1,Session1_F,1,happy,114.19,120.2,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,She needs a new name each state that we go into. [LAUGHTER]
Ses01F_impro03_M000,Session1,Session1_M,0,neutral,3.24,5.46,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M000.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,So what's up?  What's new?
Ses01F_impro03_M001,Session1,Session1_M,0,neutral,6.6,8.66,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M001.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.  I heard.
Ses01F_impro03_M003,Session1,Session1_M,1,happy,14.93,18.9075,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M003.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Who did you marry?
Ses01F_impro03_M006,Session1,Session1_M,0,neutral,34.25,36.34,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M006.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,He turned to you and was like...
Ses01F_impro03_M007,Session1,Session1_M,1,happy,37.7175,40.47,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M007.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,[LAUGHTER] That's really romantic.
Ses01F_impro03_M008,Session1,Session1_M,0,neutral,42.09,43.41,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M008.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.
Ses01F_impro03_M009,Session1,Session1_M,0,neutral,44.16,49.07,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M009.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"Does that mean that you're going to get citizenship, too, in- in England or whatever?"
Ses01F_impro03_M011,Session1,Session1_M,0,neutral,52.92,56.85,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M011.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?
Ses01F_impro03_M013,Session1,Session1_M,1,happy,65.6425,68.44,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M013.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Like you need another one of those.[LAUGHTER]
Ses01F_impro03_M014,Session1,Session1_M,1,happy,73.41,76.9975,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M014.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Is that your phone?
Ses01F_impro03_M015,Session1,Session1_M,1,happy,78.32,80.5,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M015.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,He loves you.
Ses01F_impro03_M016,Session1,Session1_M,0,neutral,80.7175,82.5225,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M016.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,How much did he win at the slot?
Ses01F_impro03_M019,Session1,Session1_M,0,neutral,89.12,93.91,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M019.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.
Ses01F_impro03_M020,Session1,Session1_M,0,neutral,97.03,101.65,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M020.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"But the pennies always get you because you end up spending like, you know, fifty bucks."
Ses01F_impro03_M021,Session1,Session1_M,0,neutral,101.67,104.35,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M021.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you."
Ses01F_impro03_M022,Session1,Session1_M,1,happy,105.29,106.95,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M022.wav,/Users/kaparya/Desktop/Diploma/datasets/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro03.avi,Awesome.
